1031189309154451465,Sun Aug 19 14:41:04 +0000 2018,"""A Person in need is person indeed"" sometimes we don't respect what we have and now for those who are in need in Kerala we are the one who can help them as a mark of humanity!Friends let start with not much but a small part of our pocket money and help the needy #KeralaReliefFund"
1031189313206345730,Sun Aug 19 14:41:05 +0000 2018,"I am dead sure Me @vijayanpinarayi would invite other CMs to copy this 'successful' model, like he asked @myogiadityanath ji to copy health care in Kerala which is dismal to say the least!"
1031189323931164672,Sun Aug 19 14:41:08 +0000 2018,"Hello @KendallJenner Kerala flood needs International attention. We need maximum support we could get from all over the world. RT until this reaches across the world. (sos) #KeralaNeedsHelp #KeralaFloods #KeralaSOS 
 
 Donate here- https://t.co/fbaLHiusef"
1031189334559416322,Sun Aug 19 14:41:10 +0000 2018,The politicians in Kerala are just as culpable for the flooding as the politicians of TN are for Chennai 2015. There is no way to deny/whitewash this fact. Unless you are driven by a pro politician agenda or try to make one side look better. cc @vasudevan_k
1031189337088700416,Sun Aug 19 14:41:11 +0000 2018,"Hey @RahulGandhi @INCIndia you and your party got to learn lot of things from @RSSorg, see the dedication and determination of these Swayam Sevaks. Salute to these guys. @kirandamle01"
1031189345317703681,Sun Aug 19 14:41:13 +0000 2018,"To clear extra rush of passengers, 2 special trains will leave from Ernakulam to Santragachhi on Sunday to run via Trivandrum-Chennai Egmore-Vijayawada-Bhubaneswar-Kharagpur. Both the train have stoppages at Berhampur, Khurda Rd, BBSR, Cuttack &amp; Bhadrak in #Odisha #KeralaFloods"
1031189356004794375,Sun Aug 19 14:41:15 +0000 2018,"@Jyothisthaliath @reliancejio @reliancejio I also faced this issue and it should have automatically activated because the situation of Kerala was critical. Even after getting the activation SMS, the plan was not activated and no instructions were given.BUT Jio helped a LOT when there was no power in the city."
1031189356671913984,Sun Aug 19 14:41:15 +0000 2018,"I also received the same ""my name is Suresh"" message from 2 well meaning people who forwarded it to me. If you receive it..pls DO NOT forward it. People if kerala need all the help possible
#IndiaForKerala #KeralaFloods"
1031189368654848000,Sun Aug 19 14:41:18 +0000 2018,"Very bluntly &amp; precisely put by Lt Gen Bhatta, though the politicians might not have liked the idea of being kept away from publicity opportunity. @Ptr6Vb"
1031189380516331520,Sun Aug 19 14:41:21 +0000 2018,"AICVF President &amp; Manager of #ChiyaanVikram sir, @sooriaruna sir meet the CM of Kerala and handed over a cheque worth Rs 35lakhs for   #KeralaFloodRelief 
#KeralaFloods 
@proyuvraaj 
@Cvfkerala 
@chiyaanCVF 
@kavikumar www.aarusaamy420@gamil.com https://t.co/OXNsSiEGoS"
1031189390628859905,Sun Aug 19 14:41:23 +0000 2018,#OdishaWithKerala #Odisha @ndtv @aajtak @NDTVProfit @CNNnews18 @abpnewstv @PTI_News @IndiaToday @TheQuint @IndianExpress @NewIndianXpress @htTweets @timesofindia @DainikBhaskar @JagranNews @TimesNow @MirrorNow @newslaundry @thewire_in @News18India #KeralaReliefFund @Naveen_Odisha
1031189407850815490,Sun Aug 19 14:41:28 +0000 2018,"Public Pickups - Amateur Teen Sexy Slut Fucks In Public For Cash 10
 https://t.co/bI32cT3FuA 
 www cfilm pornopoul com kerala teacher sex pepronity bollywood heroine hot teens you jizz  First fuck pussy blood pics htm briana lee hardcore momo fuc"
1031189409809367042,Sun Aug 19 14:41:28 +0000 2018,@KRKBoxOffice @jetairways @AirAsia is transporting 150 kg of relif to kerala and @airvistara is a @TataCompanies 's venture So it can't dishonest with people. So i suggest people please travel in @AirAsia @airvistara @IndiGo6E . These r price sensitive and honest...
1031189412938280960,Sun Aug 19 14:41:29 +0000 2018,"@karthickselvaa @sumanthraman @RKRadhakrishn 
@KasthuriShankar @dhanyarajendran 
Heading to Kerala plan to stay for 5 days to hound as volunteer"
1031189414007865344,Sun Aug 19 14:41:29 +0000 2018,@narendramodi Before the rise of new india pls release some funds for Kerala. Coz 500 crores ain't doing sh*t sir. The loss is estimated to be 20000 crores. It seems as if someone asked for a Ferrari and got a Maruti.
1031189415773855744,Sun Aug 19 14:41:29 +0000 2018,Btw we didn't see RSS with their self proclaimed nationalist volunteers in half shorts (Now full pants) on ground. Soon they will appear in morphed photos.
1031189420014092288,Sun Aug 19 14:41:30 +0000 2018,"With an intention to Hand over the announced Rs. 25 Crores by Telangana CM KCR immediately , Telangana Home Minister Nayini Narsimha Reddy went to Kerala today and Handed over the Cheque to Kerala CM. 
@timesofoman
@OmanObserver
@GulfTimes_QATAR
#TelanganaStandWithKerala https://t.co/vX2Prhzvsn"
1031189427186483200,Sun Aug 19 14:41:32 +0000 2018,"Kerala has Malayalam speaking Bangladesh in its eastern border and Malayalam speaking Pakistan on the west who easily infiltrate into Mallu land! And Govt doesn't have the biometric data of Aadhar or data of passport, ration cards, driving licence, birth/education certificates."
1031189439647604736,Sun Aug 19 14:41:35 +0000 2018,"@PrakharBansal14 @CoronaIndia @Varun_dvn @VarunFanBase @Varun_dvnClub #scientists Warn of HotHouse Earth #temperature Rise 4-5 degree's &amp; will #SavetheBeach Exist #KeralaFloods Show #climate Impact &amp; #VarunDhawan STOP #climatechange #WorldEnvironmentDay failing States, Rise in Extremism #WW3 in 12-49 months? #asteroid threat (350-450 meters) @isro"
1031189459323289600,Sun Aug 19 14:41:40 +0000 2018,"#Kerala floods: #India's air force &amp; navy helicopters are lifting stranded people from rooftops. More than 350 people have died in the floods. The rescue teams are concentrating on the town of #Chengannur, where up to 5000 people are feared to be trapped
https://t.co/iBxNevQgTE"
1031189465006522370,Sun Aug 19 14:41:41 +0000 2018,@sardesairajdeep @sagarikaghose @ShekharGupta @BDUTT @RahulGandhi @ShashiTharoor @rahulkanwal @khushsundar @himantabiswa @sarbanandsonwal No one give damn to Assam when we used to struggle in flood every year.But Assam is doing their bit to Kerela. Hope people wil remember this.
1031189468332548096,Sun Aug 19 14:41:42 +0000 2018,@AndColorPockeT And the NRIs too had opened up their pockets. Kerala too has many people who are NRIs. Hope that they too do something similar for their state. As regards whether the KL govt will do the same as Modi did for GJ is anyone's guess. I hope and pray they do; afterall its my India too
1031189471998472192,Sun Aug 19 14:41:43 +0000 2018,"Worse floods in Kerala in over 100 years. My flight got cancelled again and, rightly so, I googled pictures of the airport and it's sumerged under water. Sending my love to the people there suffering. I've come to... https://t.co/Yqa18vcJZ3"
1031189479464169473,Sun Aug 19 14:41:45 +0000 2018,"Do these MODI Hater deserves more aid, have no sympathy for these commies, I am sure these thankless people reopens all slaughter houses in Kerala once situation settle down. https://t.co/S3eoHoInxC"
1031189521939881984,Sun Aug 19 14:41:55 +0000 2018,"@TheJaggi @thesuniljain They are just trying to find another excuse to deal with infrastructural inadequacies that first led to Chennai floods, now Kerala. Instead of owning up to the mistakes done by successive governments. They'll blame it on any and everything."
1031189522313293824,Sun Aug 19 14:41:55 +0000 2018,"#105RAF carried out rescue and relief operations and saved precious lives in the areas affected by floods in Palakkad district, Kerala."
1031189528919195649,Sun Aug 19 14:41:56 +0000 2018,"Have you received an audio of a man called Suresh stating that only rich and middle class are affected in Kerala and urging people to donate to RSS affiliated Sewa Bharati? If you did, then kindly read this.

https://t.co/NnwIvjmeOQ"
1031189534552322048,Sun Aug 19 14:41:58 +0000 2018,"@pratheesh Can you show the source for all your ""Kerala asked for ..."" And ""Centre gave ..."" statements? Many people doubt your statements, let's see if you can back up your claims."
1031189543498608641,Sun Aug 19 14:42:00 +0000 2018,"Donate 10% of Eid budget for Kerala flood victims: Farangi to Muslims
#KeralaFloods #KeralaFloods2018 #KeralaRains #Kerala #PinarayiVijayan @CMOKerala @narendramodi @rajnathsingh  @nsitharaman @rajnathsingh 
@indiannavy  @PIBTvpm @IAF_MCC  

https://t.co/ZcYbwLSDhB"
1031189543423115264,Sun Aug 19 14:42:00 +0000 2018,One Rake containing 2500 Tonnes of Rice was despatched from Raipur Store Depot by Govt. of Chattisgarh for #Kerala. Railways didn't charge any freight for this consignment. #KeralaFloodRelief @PiyushGoyal @RailMinIndia @GMSECR @subodhias https://t.co/MWHJxRrnuR
1031189551736397826,Sun Aug 19 14:42:02 +0000 2018,"India's air force mounts helicopter rescues in flooded Kerala state, where thousands are trapped.

from BBC News - World https://t.co/ajiJ9hePxp
via IFTTT https://t.co/UkQr5o9gYH https://t.co/fJ92Z5YSux"
1031189556316405760,Sun Aug 19 14:42:03 +0000 2018,"@muglikar_ @fgautier26 Who knows?? We believe what we see.. As a human my sympathy are with Kerala and Karnataka too.. But the thing that they don't hate North Indians, Hindi, Cow, I won't be able to believe that now.."
1031189559349002242,Sun Aug 19 14:42:04 +0000 2018,Monsoni in India alluvioni in Kerala: il bilancio sale a 370 morti e 725mila sfollati [GALLERY] -  #Monsoni #India #alluvioni #Kerala:  https://t.co/U9WLZ9LFVn
1031189564570984451,Sun Aug 19 14:42:05 +0000 2018,"Aap ek kaam karen relief fund me paise bhejne ke sath sath qurbani bhi karen

Allah ka hukm na zaya karen 
Inshaniyat bhi Allah ka hukm hai
Qurbani bhi Allah ka hukm hai"
1031189568127557632,Sun Aug 19 14:42:06 +0000 2018,"Hello @KingJames, Kerala flood needs International attention. We need maximum support we could get from all over the world. RT until this reaches across the world. (Help) #KeralaNeedsHelp #KeralaFloods #KeralaSOS 
 
 Donate here- https://t.co/HyIDqlxvF6"
1031189580379287552,Sun Aug 19 14:42:09 +0000 2018,"@ShashiTharoor Where are you MR Tharoor?? Only talk and tweet will not serve the peoples of Kerala problem, you kind of politician have to learn from the army and NDRF team, how to unite India and not to divide by doing dirty politics"
1031189580509261824,Sun Aug 19 14:42:09 +0000 2018,@mrsfunnybones Kindly consider Donation fr  COORG(KODAGU)district karnataka ...people here are equally affected as kerala .....but COORG has not got much attention from the media....
1031189586066567168,Sun Aug 19 14:42:10 +0000 2018,"@Ram_Guha Biggest back stabbing for Kerala  during #KeralaFloods was by their United States of South India partner Tamil Nadu, who released water from #MullaPeriyar Dam to #Kerala instead of TN, thereby aggravating Floods

&amp; this PIGS are lecturing on South India.
https://t.co/WjSCDJJe6r"
1031189585949220864,Sun Aug 19 14:42:10 +0000 2018,#KeralaFloods It's a very tough situation to every Indian.But all country #standwithKERALA .Pray and https://t.co/SL4uMSDUX0's a duty of every Indian for reconstruct the Kerala and Kerala people.#HelpKerala
1031189598729371648,Sun Aug 19 14:42:13 +0000 2018,Pastor Prakash is a dear friend &amp; former guest on Solminod.  Please consider donating to assist in this humanitarian crisis.  Please share.  Please pray for the relief team and the victims.  Thank you ! https://t.co/ffvlHiGUzc
1031189598888574977,Sun Aug 19 14:42:13 +0000 2018,"This utter disregard for nature was partly responsible for the severity of flooding. Kerala govt just doesn't care
#KeralaFloods"
1031189599769358336,Sun Aug 19 14:42:13 +0000 2018,kerala flood news: Kerala News in Malayalam: Latest Kerala News &amp; Headlines in Malayalam - Samayam Malayalam https://t.co/7oLAkiR7Db via @SamayamM
1031189610691526659,Sun Aug 19 14:42:16 +0000 2018,"@AnishaVarghese3 @manglavil @skrao1 @BeingSobtian @Manikaiyer @HKupdate Great, those poor belief can cooperate destroying church and mask which recently constructed in hill area ,  it is not the Kerala which we lived and pity on future of our friends, don't care  missionaries, jehadis who destroyed nature for selfish gole"
1031189619235155970,Sun Aug 19 14:42:18 +0000 2018,"Reliance Industries of Mukesh Ambani is 1 of the Highest tax payers of India. 

Adani also a large tax payer company. 

Same taxes r used by Govt for infrastructure, emergency.

Also these companies anyway do mandatory CSR from profits

Logical baat kar mere bhai."
1031189623882448896,Sun Aug 19 14:42:19 +0000 2018,"@mallucomrade @Akali1469 @Khalsa_Aid @nithinmathew123 @chief_tribal @_iSarath @Suvarna_Haridas @e_salam @aju000 @PishuMon @pratheesh @AiyoSaar SGPC, DSGMC have also started preparing langar and food packets to send to Kerala and conducted Ardas (prayer) for Kerala at Golden Temple.
Punjab Govt, Sikhs from orgs like Akaal Channel, Sikh channel have also sent volunteer teams to Kerala to help in relief work."
1031189649245581312,Sun Aug 19 14:42:25 +0000 2018,"@Cristiano Cristiano Ronaldo..   Help #Kerala..
water Flood were destroyed My kerala..  we need your  attention about my state..  I know you have a kind personality..  you can help us"
1031189662361116673,Sun Aug 19 14:42:28 +0000 2018,"More than 38,000 people rescued and evacuated from the flood-affected areas in Kerala. Medical aid has been provided to over 23,000 people. 3,00,000 food packets have been supplied by the Food Processing Ministry: Government of India #KeralaFloods https://t.co/5XsS7E18jo"
1031189662268829696,Sun Aug 19 14:42:28 +0000 2018,"More than 800,000 people have been displaced by the deadly flooding in India's Kerala state. Some relief is on the way this week: https://t.co/imvzsKC3QW https://t.co/FhkKLvrWnh"
1031189664600940545,Sun Aug 19 14:42:29 +0000 2018,"The Petroleum &amp; Natural Gas Ministry has made available 9,300 kilolitres of kerosene to Kerala. Additional 12,000 kilolitres of kerosene will be allocated. LPG bottling plant in Kochi has been reopened: Government of India #KeralaFloods"
1031189666668662786,Sun Aug 19 14:42:29 +0000 2018,"If you have Ss who speak Malayalam, there has been flooding &amp; landslides in Karla, India with entire villages underwater.  Ss may be upset &amp; need support.  https://t.co/FSPz3iem88 #ELLCHAT #TeachingtoStrengths"
1031189667289473024,Sun Aug 19 14:42:29 +0000 2018,"The Dept of Food &amp; Public Distribution has provided 50,000  million tonnes (MT) of food grains. The Dept of Consumer Affairs has made arrangements to airlift 100 metric tonnes of pulses by tomorrow with additional quantities to be sent by train: Government of India #KeralaFloods"
1031189673123561472,Sun Aug 19 14:42:31 +0000 2018,"@Shudraism They are safe and home, but, Location : Infant Jesus Church Kadukutty. Around 50 families are there who are surviving only on polluted water. Need urgent water and food supplies, if you can help please do help them with supplies #KeralaFloods #KeralaFloodRelief contact95262 29447"
1031189673178091520,Sun Aug 19 14:42:31 +0000 2018,"#KeralaFloods
If u have materials in *bulk* which is in Bangalore n need transportations(to Kerala)
There is an aircraft planned to leave from HAL airport.
Can carry 20 truck stuff.

Need more for the aircraft to go.

Please DM me for contact details.

Received in whatsapp.."
1031189680568512513,Sun Aug 19 14:42:33 +0000 2018,@Abhina_Prakash @notthatsid Chrislamcommie-see this is beauty of kerala and you cow belt sanghi abusing us. Just throw money on us like missionary does on us but during distress. We will use to keep cpim alive next election.
1031189683051458561,Sun Aug 19 14:42:33 +0000 2018,"On 19th Aug, 18
#PrayForKerala @Tinklesevaa girl children contributed Rs. 804 towards Napkins for #KeralaReliefFund from their piggy box savings.  It was a request from them to accept this contribution. 
What a wonderful gesture. We appreciate the spirit of caring and giving. https://t.co/eWXbrcRQL4"
1031189709215555584,Sun Aug 19 14:42:39 +0000 2018,Hey traitor.... You and ur Mullah gangs not contributing anything to bharat except hate population... Terrorism to world go get a life #PakistaniPimp
1031189724390670336,Sun Aug 19 14:42:43 +0000 2018,"#AtaljiAmarRahen #BajrangPunia #KeralaReliefFund #jacquelinefernandez #Jacqueline #Bollywood #BollywoodActress #SalmanKhan #BiggBoss12 
#BiggBossMarathi #KaranJohar #RanbirKapoor #RanveerSingh #aajtak #ViratKohli #AliaBhatt #Sexy #BoldandBeautiful 
https://t.co/qQ0Q8XYK1Q"
1031189730841440256,Sun Aug 19 14:42:45 +0000 2018,"@parassh85241595 Two of my very close friends are traveling from Delhi to Kerala to help Kerala Calamity. They are collecting relief material for the flood effected areas.

Please come forward and donate them at below bank accounts. 
Keep me informed of your support with details"
1031189732787597313,Sun Aug 19 14:42:45 +0000 2018,"The unity of the ""South"", or its lack, is not, and should not be, the argument.

If there were unity, would sedition be acceptable?

Just call out on their calculated hatred and bigotry."
1031189735820197888,Sun Aug 19 14:42:46 +0000 2018,"@Dipanjan_A @HydWatch @shuvankr @Truth_of_WB @GargaC @cyclic_soul @IchbinUjjaini @SBanerjee7775 @PrithaBandyop10 @bose_m @pritamm22434198 @FAM4TMC @simaTmc1953 @soibalspeaks @CPIM_WESTBENGAL @AITCSagnik @DrMalyaban @abarTMC @SatabdiBhatta13 @AITCofficial @iamadwoy @DrSabyasachiRoy @tanmoy240988 @confusedcoder18 @m_for_moriarty @SAIFULHASAN9 @maiti_kausik @ananyac80655993 @FossilianArgha @parvatigoenka @iindrojit @AnkurCh56357274 @ShubhamTrinamul @Bisawajit @TMC_Supporters @chumki007 @shauvik_samanta @ShamikBhattac14 @kousdas1975 @SayaniSengupt15 @KOLLEO @MasumJmi @Satyanveshi3513 @dhritispeak @MamataOfficial @KolkataPolice @WBPolice @PiyushGoyalOffc @RailMinIndia @PiyushGoyal
Thousands of migrant workers from Bangla are stuck in the disastrous flood of Kerala.
We request U to arrange a Special Train to bring the workers back to Bangla safely. 
#BanglaPokkho #JoyBangla"
1031189739989164032,Sun Aug 19 14:42:47 +0000 2018,kerala flood news: Kerala News in Malayalam: Latest Kerala News &amp; Headlines in Malayalam - Samayam Malayalam https://t.co/XtggRvZF9j via @SamayamM
1031189750034587649,Sun Aug 19 14:42:49 +0000 2018,"Relief material for the flood affected Kerala being loaded on INS Mysore at Mumbai. 

#KeralaFloods 
#KeralaFloodRelief https://t.co/HMG54jUVRr"
1031189755466117120,Sun Aug 19 14:42:50 +0000 2018,"@KasthuriShankar @vp_offl The world widely, natural disaster for Indonesia and Fiji now flooding at Kerala in India. #PrayForFiji #PrayForKerala"
1031189767579295745,Sun Aug 19 14:42:53 +0000 2018,@mandeeps4614 @Gurmeetramrahim @derasachasauda Only the @derasachasauda   comes forward physically to help victims of  flood in Kerala. Rest of people only donates through Paytm.. https://t.co/IsGCWjLPnu
1031189770435743744,Sun Aug 19 14:42:54 +0000 2018,"Why Kerala Commies are rattled?
1. They fear that Army will get credit &amp; goodwill
2. They dont want Modi &amp; RSS to be seen helping Kerala ppl
3. They fear that atheist Hindu commies will turn devout after this natural calamity
4. They fear North-South friendship"
1031189771798937601,Sun Aug 19 14:42:54 +0000 2018,"Watch how @RSSorg workers construct a makeshift bridge over rushing waters &amp; carry out a risky rescue of a trapped family (+ a small kid) in #KeralaFloods:https://t.co/3BSgGiyS4m.
Yet shameless Commie-Libtard Thugs carry an incessant hate campaign against RSS.
 #KeralaReliefFund"
1031189783798853632,Sun Aug 19 14:42:57 +0000 2018,"some sanghi vermins also saying #KeralaFloods on account of being Beef eaters
So now Goa should be next?

#KeralaFloodRelief"
1031189780304932864,Sun Aug 19 14:42:56 +0000 2018,Coorg has not got much attention as kerala ...people are equally affected here also ...its my small effort to gt some relief for this small place which has faced big trouble https://t.co/ZOczZKHHvF
1031189788236365824,Sun Aug 19 14:42:58 +0000 2018,Anybody... #sickularsForKerala #KeralaFloods #KeralaFloodRelief #KeralaReliefFund Let All #sickulars come forward 2 help d way they ask #Hindus to donate milk 2 needy &amp; not offer it to #Shivlinga (&amp; the way #RSS is helping in #Kerala). Grt work by @RSSorg @narendramodi @AmitShah https://t.co/4wJAABQHNl
1031189787896475649,Sun Aug 19 14:42:58 +0000 2018,"#KeralaReliefFund
Kerala floods and rains: Heavy rains are expected in three districts, according to IMD forecast. Rescue and relief operations continue in full ... https://t.co/jrqLxSArfm"
1031189791105314821,Sun Aug 19 14:42:59 +0000 2018,New post (Kerala floods: Children winched to safety as rescue efforts step up) has been published on Buzzort - https://t.co/RJTyCLrgne https://t.co/ydfn4QFxHT
1031189820901535744,Sun Aug 19 14:43:06 +0000 2018,"for those ppl saying Kerala floods happened due to 
1) Eating beef
2) Sabarimala entry for women
3) opposing BJP politics
4) any other such reason
.....
well you kindly go and get a new life !"
